sep=,
Country Name,Country Code,Series Name,Series Code,2010,2014
Sub-Saharan Africa (excluding high income),SSA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,999.865.264.892.578,102.011.016.845.703
Sub-Saharan Africa (excluding high income),SSA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,931.531.295.776.367,947.689.208.984.375
Sub-Saharan Africa (excluding high income),SSA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,64.937.801.361.084,724.258.995.056.152
Sub-Saharan Africa (excluding high income),SSA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,921.490.955.352.783,992.751.026.153.564
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,155.604.939.776.224,181.599.559.937.928
Sub-Saharan Africa (excluding high income),SSA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,25.487.053.470.862,179.634.983.633.133
Sub-Saharan Africa (excluding high income),SSA,Population* female (% of total),SP.POP.TOTL.FE.ZS,500.692.076.327.431,500.136.320.976.065
Sub-Saharan Africa (excluding high income),SSA,Population* total,SP.POP.TOTL,873690400,974280491
Sub-Saharan Africa (IDA & IBRD countries),TSS,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,36.413.990.020.752,395.397.415.161.133
Sub-Saharan Africa (IDA & IBRD countries),TSS,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,43.928.279.876.709,458.687.896.728.516
Sub-Saharan Africa (IDA & IBRD countries),TSS,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,999.870.223.999.023,102.011.100.769.043
Sub-Saharan Africa (IDA & IBRD countries),TSS,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,93.154.167.175.293,947.694.320.678.711
Sub-Saharan Africa (IDA & IBRD countries),TSS,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,649.318.981.170.654,7.242.760.181.427
Sub-Saharan Africa (IDA & IBRD countries),TSS,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,921.399.974.822.998,992.698.955.535.889
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,155.699.943.429.111,181.728.568.895.578
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,254.908.688.111.924,17.954.962.066.012
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population* female (% of total),SP.POP.TOTL.FE.ZS,500.690.962.739.877,500.135.590.969.658
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population* total,SP.POP.TOTL,873780170,974371891
Sudan,SDN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,381.957.702.636.719,..
Sudan,SDN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,440.934.181.213.379,..
Sudan,SDN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,735.777.130.126.953,..
Sudan,SDN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,661.139.602.661.133,..
Sudan,SDN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,162.291.603.088.379,..
Sudan,SDN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,137.650.804.519.653,..
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,142.153.294.242.954,208.770.054.355.486
Sudan,SDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.666118061643857,0.500121054134524
Sudan,SDN,Population* female (% of total),SP.POP.TOTL.FE.ZS,498.269.176.269.009,498.065.375.605.771
Sudan,SDN,Population* total,SP.POP.TOTL,36114885,39350274
Suriname,SUR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Suriname,SUR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Suriname,SUR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,121.616.722.106.934
Suriname,SUR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,118.245.529.174.805
Suriname,SUR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Suriname,SUR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,843.090.596.506.227,968.011.591.367.368
Suriname,SUR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,401.687.982.520.147,0.935070694204327
Suriname,SUR,Population* female (% of total),SP.POP.TOTL.FE.ZS,49.848.014.343.586,498.861.119.781.216
Suriname,SUR,Population* total,SP.POP.TOTL,518141,538248
Swaziland,SWZ,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,579.584.312.438.965,..
Swaziland,SWZ,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,579.885.215.759.277,..
Swaziland,SWZ,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,120.687.622.070.313,..
Swaziland,SWZ,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,110.794.471.740.723,..
Swaziland,SWZ,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Swaziland,SWZ,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Swaziland,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,379.365.946.441.211,353.991.835.063.744
Swaziland,SWZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.137927425755009,125.305.334.497.003
Swaziland,SWZ,Population* female (% of total),SP.POP.TOTL.FE.ZS,508.413.038.449.547,506.031.776.549.272
Swaziland,SWZ,Population* total,SP.POP.TOTL,1193148,1269112
Sweden,SWE,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,97.664.306.640.625,141.596.298.217.773
Sweden,SWE,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,986.893.768.310.547,124.752.197.265.625
Sweden,SWE,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,10.178.352.355.957,117.712.242.126.465
Sweden,SWE,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,101.243.873.596.191,124.263.618.469.238
Sweden,SWE,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,908.396.987.915.039,759.599.761.962.891
Sweden,SWE,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,592.632.484.436.035,49.398.250.579.834
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,520.764.305.245.885,591.801.989.776.727
Sweden,SWE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,508.918.555.076.762,159.130.022.866.508
Sweden,SWE,Population* female (% of total),SP.POP.TOTL.FE.ZS,502.074.278.825.324,500.578.826.860.741
Sweden,SWE,Population* total,SP.POP.TOTL,9378126,9696110
Switzerland,CHE,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,943.859.100.341.797,982.076.416.015.625
Switzerland,CHE,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,972.618.637.084.961,101.252.311.706.543
Switzerland,CHE,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.817.481.994.629,103.191.703.796.387
Switzerland,CHE,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,102.337.188.720.703,103.272.537.231.445
Switzerland,CHE,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,52.514.591.217.041,577.078.285.217.285
Switzerland,CHE,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,53.065.071.105.957,567.677.993.774.414
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,742.771.205.125.567,858.145.885.735.953
Switzerland,CHE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,188.705.809.359.988,0.759979217534877
Switzerland,CHE,Population* female (% of total),SP.POP.TOTL.FE.ZS,50.765.886.464.448,505.259.345.472.011
Switzerland,CHE,Population* total,SP.POP.TOTL,7824909,8188649
Syrian Arab Republic,SYR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,729.264.907.836.914,..
Syrian Arab Republic,SYR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,727.912.063.598.633,..
Syrian Arab Republic,SYR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,124.356.086.730.957,..
Syrian Arab Republic,SYR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,120.010.192.871.094,..
Syrian Arab Republic,SYR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,24.061.559.677.124,..
Syrian Arab Republic,SYR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,278.560.905.456.543,..
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Syrian Arab Republic,SYR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Syrian Arab Republic,SYR,Population* female (% of total),SP.POP.TOTL.FE.ZS,49.429.114.076.898,493.682.641.095.761
Syrian Arab Republic,SYR,Population* total,SP.POP.TOTL,20720602,18772481
Tajikistan,TJK,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,784.621.124.267.578,..
Tajikistan,TJK,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,901.909.790.039.063,..
Tajikistan,TJK,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,10.147.265.625,975.391.616.821.289
Tajikistan,TJK,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,985.458.374.023.438,97.139.762.878.418
Tajikistan,TJK,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,156.428.899.765.015,184.033.794.403.076
Tajikistan,TJK,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,296.624.393.463.135,303.782.901.763.916
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,744.184.227.326.495,111.336.635.446.715
Tajikistan,TJK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,415.786.159.430.075,433.337.808.255.698
Tajikistan,TJK,Population* female (% of total),SP.POP.TOTL.FE.ZS,49.715.855.133.205,493.855.112.924.068
Tajikistan,TJK,Population* total,SP.POP.TOTL,7581696,8295840
Tanzania,TZA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,275.405.197.143.555,..
Tanzania,TZA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,348.378.982.543.945,..
Tanzania,TZA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,986.241.073.608.398,..
Tanzania,TZA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,99.287.727.355.957,..
Tanzania,TZA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,187.433.004.379.272,..
Tanzania,TZA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,240.020.990.371.704,..
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,708.521.932.325.363,957.934.534.330.474
Tanzania,TZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,304.085.772.803.644,364.923.394.902.161
Tanzania,TZA,Population* female (% of total),SP.POP.TOTL.FE.ZS,503.467.373.808.902,503.130.978.265.264
Tanzania,TZA,Population* total,SP.POP.TOTL,45648525,51822621
Thailand,THA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,861.157.073.974.609,..
Thailand,THA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,811.906.204.223.633,..
Thailand,THA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,971.281.433.105.469,103.317.291.259.766
Thailand,THA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,950.313.873.291.016,104.078.201.293.945
Thailand,THA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,563.332.481.384.277,60.029.411.315.918
Thailand,THA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,441.375.312.805.176,450.417.594.909.668
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,511.190.920.222.917,596.994.011.583.791
Thailand,THA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,727.486.338.509.982,0.408924548578412
Thailand,THA,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.124.510.481.193,506.910.206.495.502
Thailand,THA,Population* total,SP.POP.TOTL,66692024,67725979
Timor-Leste,TMP,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,676.791.305.541.992,759.730.377.197.266
Timor-Leste,TMP,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,672.417.221.069.336,703.139.114.379.883
Timor-Leste,TMP,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,133.758.163.452.148,137.549.453.735.352
Timor-Leste,TMP,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,128.418.792.724.609,136.046.951.293.945
Timor-Leste,TMP,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,151.550.598.144.531,..
Timor-Leste,TMP,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,210.733.890.533.447,..
Timor-Leste,TMP,GDP per capita (current US$),NY.GDP.PCAP.CD,884.276.107.947.326,115.418.853.286.055
Timor-Leste,TMP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,855.338.295.789.396,306.305.060.994.019
Timor-Leste,TMP,Population* female (% of total),SP.POP.TOTL.FE.ZS,492.137.142.165.237,492.196.896.384.876
Timor-Leste,TMP,Population* total,SP.POP.TOTL,1066409,1212107
Togo,TGO,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Togo,TGO,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Togo,TGO,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,134.949.066.162.109,128.804.534.912.109
Togo,TGO,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,12.177.075.958.252,121.402.801.513.672
Togo,TGO,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,594.461.011.886.597
Togo,TGO,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,142.845.001.220.703
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,496.482.494.202.806,630.046.061.395.906
Togo,TGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,121.160.186.404.568,309.748.936.331.147
Togo,TGO,Population* female (% of total),SP.POP.TOTL.FE.ZS,507.421.468.596.279,506.201.193.142.026
Togo,TGO,Population* total,SP.POP.TOTL,6390851,7115163
Tonga,TON,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,107.693.428.039.551,942.210.388.183.594
Tonga,TON,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,100.882.789.611.816,863.516.235.351.563
Tonga,TON,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,109.332.023.620.605,10.863.493.347.168
Tonga,TON,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,107.249.900.817.871,107.465.049.743.652
Tonga,TON,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Tonga,TON,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,355.407.545.539.972,420.013.204.482.265
Tonga,TON,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,304.586.990.121.305,163.259.213.187.823
Tonga,TON,Population* female (% of total),SP.POP.TOTL.FE.ZS,499.215.946.588.165,498.693.008.542.799
Tonga,TON,Population* total,SP.POP.TOTL,103947,105586
Trinidad and Tobago,TTO,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Trinidad and Tobago,TTO,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Trinidad and Tobago,TTO,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.960.960.388.184,..
Trinidad and Tobago,TTO,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,104.309.921.264.648,..
Trinidad and Tobago,TTO,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Trinidad and Tobago,TTO,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,166.840.085.959.244,193.253.855.038.908
Trinidad and Tobago,TTO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,281.989.870.029.615,-103.418.460.227.415
Trinidad and Tobago,TTO,Population* female (% of total),SP.POP.TOTL.FE.ZS,505.096.397.471.567,506.230.052.352.078
Trinidad and Tobago,TTO,Population* total,SP.POP.TOTL,1328095,1354483
Tunisia,TUN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,934.453.964.233.398,..
Tunisia,TUN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,875.587.692.260.742,..
Tunisia,TUN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,109.018.867.492.676,114.677.810.668.945
Tunisia,TUN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,105.355.728.149.414,111.395.050.048.828
Tunisia,TUN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,426.253.509.521.484,431.046.104.431.152
Tunisia,TUN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,278.288.097.381.592,262.851.009.368.896
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,417.659.159.013.024,432.890.419.734.881
Tunisia,TUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,245.558.968.280.957,18.381.889.252.893
Tunisia,TUN,Population* female (% of total),SP.POP.TOTL.FE.ZS,504.124.278.587.269,505.609.985.270.644
Tunisia,TUN,Population* total,SP.POP.TOTL,10547100,10996600
Turkey,TUR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,80.456.169.128.418,..
Turkey,TUR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,878.354.187.011.719,..
Turkey,TUR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,102.262.046.813.965,..
Turkey,TUR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,100.813.629.150.391,..
Turkey,TUR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,50.195.068.359.375,..
Turkey,TUR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,616.935.195.922.852,..
Turkey,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,101.111.925.071.277,103.036.987.055.756
Turkey,TUR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,757.326.088.245.168,129.237.106.439.082
Turkey,TUR,Population* female (% of total),SP.POP.TOTL.FE.ZS,50.872.072.150.712,508.419.660.814.304
Turkey,TUR,Population* total,SP.POP.TOTL,72310416,77523788
Turkmenistan,TKM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,837.067.337.036.133
Turkmenistan,TKM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,869.326.629.638.672
Turkmenistan,TKM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,900.760.498.046.875
Turkmenistan,TKM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,886.384.735.107.422
Turkmenistan,TKM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,619.989.013.671.875
Turkmenistan,TKM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,974.219.989.776.611
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,447.901.235.418.457,819.900.938.322.259
Turkmenistan,TKM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,783.478.205.363.662,890.545.167.151.757
Turkmenistan,TKM,Population* female (% of total),SP.POP.TOTL.FE.ZS,50.760.938.874.394,508.362.809.080.816
Turkmenistan,TKM,Population* total,SP.POP.TOTL,5041995,5307188
Turks and Caicos Islands,TCA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Turks and Caicos Islands,TCA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Turks and Caicos Islands,TCA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Turks and Caicos Islands,TCA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Turks and Caicos Islands,TCA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Turks and Caicos Islands,TCA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
Turks and Caicos Islands,TCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Turks and Caicos Islands,TCA,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Turks and Caicos Islands,TCA,Population* total,SP.POP.TOTL,30993,33740
Tuvalu,TUV,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,902.127.685.546.875
Tuvalu,TUV,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,722.506.408.691.406
Tuvalu,TUV,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,100.673.851.013.184
Tuvalu,TUV,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,102.121.208.190.918
Tuvalu,TUV,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Tuvalu,TUV,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,323.837.576.273.905,376.626.806.049.536
